name,ra,dec,Class,significance,F_s,F_m,F_h,F_b,P_intra,P_inter,name_cat,ra_cat,dec_cat,SubClass,ref,MW_MW,p_any,p_i,G,BP,RP,RPlx,PM,epsi,sepsi,ruwe,rgeo,J,H,K,W1,W2,W3
2CXO J204710.2+105307,311.7927039,10.8855053,LMXB,3.75000000000006,7.135862012704652e-16,1.8732811093750002e-15,8.561185521843891e-15,1.1148052832489355e-14,0.7806504395339,0.982,J2047+1053,311.79269166666666,10.8855,UL[rap+12],2005AJ....129.1993M,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J062153.2-271002,95.4716931,-27.1673729,CV,7.670878516024618,4.796111471164e-15,3.5011262003529838e-15,1.1722680308896522e-14,2.0019917980413507e-14,0.58986628005533,,AT2016hvt,95.47154166666664,-27.16736111111112,CataclyV;CV*|ev,2020RNAAS...4..219J,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J112401.1-365319,171.0047099,-36.8886476,LMXB,10.266420896918898,1.4209514661508e-14,9.508531215142541e-15,3.383912992342521e-14,5.755717580007575e-14,0.972550455681664,,J1124-3653,171.00465,-36.88863888888889,;Psr|gam,2005AJ....129.1993M,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J141430.1-651622,213.625534,-65.2728568,CV,30.777429530317576,7.638802192710132e-15,1.2359550552736703e-14,7.732609437392438e-14,9.732444711937121e-14,1.0,0.998,J1414-6516,213.625417,-65.273056,NL;X,2003A&A...404..301R,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J165000.9-495744,252.503942,-49.9622941,LMXB,86.04466633434998,1.2756281750416842e-16,1.36992733894868e-16,3.5167709404166806e-15,3.781326491815717e-15,0.13741268669617,,J1650-4957,252.503333,-49.9625,"XT;T, R;K4V;BH?|HXB|LXB|V*|X|gam",2003A&A...404..301R,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J173413.4-260518,263.5560341,-26.0885277,LMXB,14.811133502624216,5.939491469685557e-16,2.179437600700912e-15,7.091110708953622e-16,3.4824978185648298e-15,0.931490364183743,1.0,KS 1731-260,263.556125,-26.08855556,"T, B;;*|LXB|X|gam",2007A&A...469..807L,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J173953.9-282946,264.9747463,-28.4962303,LMXB,4.378378378377972,8.334132214595498e-16,6.604260172504791e-15,1.0701601736906632e-14,1.813927513087097e-14,0.76256262024913,0.204,XTE J1739-285,264.97479167,-28.49633333,"T, B;LMXB;;LMXB (B, NS, T);LXB|N*?|X",2007A&A...469..807L,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J174931.7-280805,267.382206,-28.1347369,LMXB,6.976798504649654,3.6422004122260896e-15,1.607825555080847e-15,5.0676788662310175e-14,5.592681462961712e-14,0.55892299856044,0.308,J1749-2808,267.382083,-28.134722,XB;G3V-G5V;NIR,2003A&A...404..301R,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J181044.4-260901,272.6852764,-26.1503718,LMXB,9.29145716449968,6.303184751258203e-15,4.248147308554356e-15,6.785000930661081e-15,1.7336332990473642e-14,0.5387446628377299,,SAX J1810.8-2609,272.68529167,-26.15033333,"T, B;LMXB;;CV*|LXB|V*|X|gam",2007A&A...469..807L,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J185841.4+223929,284.6728696,22.6583106,LMXB,2.1111111111110903,5.176135070432181e-16,4.2737123161293006e-16,7.186823036024254e-16,1.6636670422585733e-15,0.82401954657819,,V406 Vul,284.67375,22.658333,"XT;T, M, R;G5V-K0V;BH?|HXB|LXB|V*|X|ev|gam",2003A&A...404..301R,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J190853.0+092305,287.2211283,9.3847308,LMXB,73.66429091792207,4.763904186466428e-16,1.5898136249311841e-15,7.934756572339565e-15,1.0000960615917391e-14,0.9284432767092968,,XTE J1908+094,287.22115417,9.38469444,"T, R;;BH?|HX?|HXB|V*|X|gam",2007A&A...469..807L,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J205107.5-082737,312.7813057,-8.4604877,LMXB,5.687144724815869,1.6476663208865273e-15,1.1284127462820672e-15,1.853549884343865e-15,4.6296289515124606e-15,0.78987823075862,0.958,J2051-0827,312.7813323666667,-8.460486027777778,UL[sbb96];EB*|Psr|V*|gam,2005AJ....129.1993M,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J215544.4+380116,328.9352699,38.0211982,CV,21.02340334422556,3.862850607049552e-15,5.333147262310995e-15,1.872756514941877e-14,2.7923563018779318e-14,0.9999999999982444,0.935,CXOGSG J215544.4+380116,328.935,38.02111111111111,CataclyV;CV*|X,2020RNAAS...4..219J,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J224142.0-523636,340.4250381,-52.6100598,LMXB,8.228505259487392,2.8204191943565e-14,9.697239190621072e-15,7.0916911072915254e-15,4.499312224147759e-14,0.6743398521928,,J2241-5236,340.42511243375,-52.61006655277778,UL[kjr+11];Pl?,2005AJ....129.1993M,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J000330.4-260121,0.87672,-26.0225364,AGN,2.318181818181794,8.283365638063173e-16,6.921713763910292e-16,3.916914879263908e-15,5.437422819461254e-15,0.7915031866773801,0.397,S96-C16,0.876667,-26.0225,A;AGN|G,2010A&A...518A..10V,-,0.0,0.0,,,,,,,,,,,,,,,
2CXO J002316.8+092323,5.8203735,9.3899892,LMXB,6.387556143583858,1.3195491576277902e-14,2.676894537966123e-15,1.2494718803980865e-15,1.712185799464211e-14,0.993940256009532,0.721,J0023+0923,5.820322908333333,9.389961222222222,UL[hrm+11];Psr|gam,2005AJ....129.1993M,-,0.0,0.0,,,,,,,,,,,,,,,
2CXO J002725.2+045429,6.8552509,4.908239,AGN,12.961423794673196,1.078403504465884e-14,9.38684946262974e-15,2.1025373051036e-14,4.119625755832458e-14,0.42727134002023,,UM  36,6.855417,4.908333,Q;*|EmO|G|Opt|QSO,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J002903.0+593419,7.2626752,59.5719451,LMXB,18.99246733969398,1.0153315231423934e-14,9.597881853515171e-15,2.3819238016041358e-14,4.3570435100980464e-14,0.999956974501068,1.0,V1037 Cas,7.262917,59.571944,"XT;T, P, R;LMXB;;LXB|N*|Psr|V*|X|gam",2003A&A...404..301R,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J003316.3-433131,8.3181491,-43.5254667,AGN,3.2777777777778336,2.013251815472684e-15,9.927259506202705e-16,2.9412021017284204e-15,5.947179867821375e-15,0.7336276456327999,,XMM J00332-4331,8.318333,-43.525278,A;AGN|G|GrG|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J003319.1-433711,8.3296355,-43.6198182,AGN,4.823529411764641,4.440434891115024e-15,1.539790564067088e-15,9.642605048444087e-15,1.56228305036262e-14,0.75606004857268,,XMM J00333-4337,8.329583,-43.619722,A;AGN|GrG|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J003320.9-433745,8.3373174,-43.6292695,AGN,5.411764705882359,4.077895962615106e-15,3.3069593728158225e-15,3.923731034618616e-15,1.1308586370049544e-14,0.43974446420544,,XMM J00333-4337,8.337083,-43.629167,A;AGN|G|GrG|IR|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J003334.3-432220,8.3929758,-43.3724034,AGN,2.2631578947368736,6.846091097069901e-16,2.86651312987284e-16,9.32994582155648e-16,1.9042550048499224e-15,0.915231585177115,,XMM J00335-4322,8.392917,-43.3725,A;AGN|GrG|IR|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J003403.1-432119,8.5133046,-43.3555303,AGN,2.4324324324323765,3.0361923980454007e-16,4.7214058422947805e-16,1.01021347144926e-15,1.7859732954832778e-15,0.48707363014139,,XMM J00340-4321,8.513333,-43.355278,A;AGN|GrG|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J003455.1-433544,8.7295875,-43.5957533,AGN,5.085714285714498,4.8455094016750746e-15,2.5767715591985808e-15,8.937821560615345e-15,1.6360102521489e-14,0.0504142939072399,,XMM J00349-4335,8.729583,-43.595833,A;AGN|G|GrG|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J003536.8-433615,8.9033862,-43.6042523,AGN,3.999999999999999,4.2049446416646205e-16,1.138113305691637e-15,4.02430639512985e-15,5.582914164987949e-15,0.68127576382665,0.993,XMM J00356-4336,8.903333,-43.604167,A;AGN|G|GrG|IR|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J003541.2-431022,8.9218284,-43.1728915,AGN,4.263157894736788,5.250441942052659e-16,4.7132721011435e-16,1.6013016849380453e-15,2.597673089257661e-15,0.22361886678535,,XMM J00356-4310,8.921667,-43.172778,A;AGN|G|GrG|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J010510.2+000855,16.2928688,0.1487427,AGN,4.421052631578986,9.533642560034824e-15,2.3418706267051e-15,7.251421480057267e-15,1.9126934666797194e-14,0.10078381566835,,SDSS J01051+0008,16.292917,0.148889,Q;Opt|QSO,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J020924.5-100811,32.3524629,-10.136545,AGN,10.169450459356376,3.007811429202972e-15,1.252579845854242e-15,1.5370629420145656e-15,5.797454217071779e-15,0.958408586945549,1.0,NGC  835,32.3525,-10.136389,A;X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J022654.5-044438,36.7272743,-4.7439107,AGN,3.757575757575999,1.6053321131759252e-16,7.845083717851182e-16,1.3352652687430797e-15,2.28030685184579e-15,0.61269307125345,,CDFS J02269-0444,36.727083,-4.743889,A;AGN|G|QSO,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033127.2-274247,52.8634809,-27.7131066,AGN,4.875000000000091,3.726798726078222e-16,1.8435116185550758e-16,2.2818644098638903e-15,2.83889544432722e-15,0.21695464205943,0.062,ECDF-S 213,52.863333,-27.712778,Q;AGN|EmO|G|IR|QSO|Rad|X|rG,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033130.5-275143,52.8774282,-27.862157,AGN,9.22389390780332,1.0126730055510682e-15,1.2960182879701193e-15,5.1960097058154856e-15,7.504700999336673e-15,0.903641810993653,0.43,ECDF-S 340,52.8775,-27.861944,Q;AGN|G|QSO|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033140.1-274746,52.9173571,-27.7963789,AGN,7.78138300389691,1.6767609510928878e-15,8.73358630244262e-16,1.8274130731339287e-15,4.377532654471079e-15,0.52617170282892,0.506,ECDF-S 197,52.9175,-27.796389,Q;AGN|G|QSO|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033151.8-280025,52.9658807,-28.0072077,AGN,7.803630502319045,8.177393932049722e-16,7.516011266055321e-16,2.189096657713002e-15,3.758437177523507e-15,0.9919968250720976,0.842,ECDF-S 298,52.965833,-28.007222,Q;AGN|G|QSO|WD*|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033154.4-274159,52.9767054,-27.6998582,AGN,9.867308270051469,4.897235239910409e-16,3.942553022230291e-16,2.205165744484357e-15,3.089144570698427e-15,0.970298431704752,1.0,ECDF-S 180,52.976667,-27.699722,Q;AGN|G|QSO|X|smm,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033201.5-274327,53.0066579,-27.7243305,AGN,39.74841945118085,4.778400631247058e-16,1.236315299653183e-15,3.04746912236456e-15,4.761624485142448e-15,0.994726955336542,1.0,CDFS J03320-2743B,53.006667,-27.724167,Q;AGN|G|IR|NIR|QSO|X|smm,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033207.1-275129,53.0296504,-27.8581159,AGN,4.967741935484042,1.2866344003048415e-16,1.2862535692236062e-16,4.620930193407391e-16,7.193818162935839e-16,,0.68,CDFS J03321-2751,53.029583,-27.858333,B;AGN|BL?|BLL|G|X|mm|smm,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033208.2-274153,53.0345811,-27.6983302,AGN,3.87500000000009,1.6532335404004592e-16,1.381937482085251e-16,6.675018423477731e-16,9.710189445963442e-16,0.5636600088014401,0.246,CDFS J03321-2741,53.034583,-27.698333,A;AGN|G|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033212.9-275237,53.053958,-27.8769742,AGN,27.829271475171648,1.2945962511982886e-16,3.981903170420607e-16,2.3061653341174502e-15,2.8338152762793395e-15,0.971414430090211,1.0,CDFS J03322-2752,53.054167,-27.876944,A;*|AGN|G|IR|NIR|Sy2|X|smm,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033215.2-274158,53.0633595,-27.6996901,AGN,3.26829268292695,1.210741318357811e-16,1.329411286018868e-16,4.87678563655387e-16,7.416938240930549e-16,,0.708,CDFS J03322-2741,53.063333,-27.699722,A;AGN|G|NIR|X|smm,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033216.1-275644,53.0672755,-27.9457658,AGN,8.650494243293497,2.736079318056925e-16,2.895406501998873e-16,9.757888767501818e-16,1.5389374587557616e-15,0.45647509808037,0.8,ECDF-S 381,53.067083,-27.945833,Q;QSO,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033218.9-274755,53.0791237,-27.7988351,AGN,27.32052819344308,1.557623977066414e-16,2.489224228278648e-16,8.594246038834537e-16,1.2641094244179601e-15,0.99517533727431,1.0,ECDF-S 225,53.079167,-27.798889,Q;AGN|EmG|G|IR|NIR|QSO|Sy2|X|smm,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033229.8-275106,53.1243823,-27.8517029,AGN,20.962124562752777,7.614346999411582e-17,1.5654687129780302e-16,1.2566608285292876e-15,1.4893511698212065e-15,0.975563271493858,1.0,CDFS J03324-2751B,53.124583,-27.851667,Q;AGN|EmG|FIR|G|IR|NIR|QSO|Sy2|X|smm,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033240.4-273515,53.1686185,-27.5876473,AGN,8.61929016602758,1.2634182832656826e-15,1.0688323670466046e-15,3.507853828708471e-15,5.840104479020758e-15,0.83314617805978,0.984,ECDF-S  78,53.16875,-27.5875,Q;*|AGN|G|QSO|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033244.3-275251,53.1846791,-27.8810182,AGN,12.232609123957324,1.9372741913756368e-16,1.645284357560431e-16,4.4135052779869564e-16,7.996063826923024e-16,0.90325635100595,0.953,ECDF-S 471,53.184583,-27.880833,Q;AGN|EmG|G|QSO|X|smm,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033250.1-274135,53.2088118,-27.6930654,AGN,6.12499999999995,1.6822196630869662e-16,2.0519566960145581e-16,6.696488941023414e-16,1.0430665300124938e-15,0.959072198378913,0.986,CDFS J03328-2741,53.20875,-27.693056,A;AGN,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033255.5-274751,53.2312588,-27.7977574,AGN,16.87149458916776,1.7035949490096962e-16,1.7607836934089983e-16,5.21902928925757e-16,8.683407931676264e-16,0.903004492034881,1.0,CDFS J03329-2747A,53.23125,-27.797778,A;AGN|G|Sy1|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033256.7-273508,53.2362514,-27.5858076,AGN,4.33333333333337,9.68022301436793e-16,1.5710508352989228e-16,3.762110558236132e-16,1.5013384407902985e-15,0.73953250559944,0.776,ECDF-S  63,53.23625,-27.585556,Q;AGN|G|QSO|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033314.8-275749,53.3118818,-27.963656,AGN,5.22447376426525,3.358881368558972e-16,3.9545742624321934e-16,4.625876534651959e-16,1.1939332165643126e-15,0.933680614430716,0.587,ECDF-S 424,53.311667,-27.963611,Q;AGN|G|Q?|QSO|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033316.8-275215,53.3201821,-27.8710495,AGN,4.571428571428582,1.1941994186125995e-16,1.8238890159114647e-16,2.47150794528714e-15,2.773316788739547e-15,0.86584361157101,0.167,ECDF-S 421,53.32,-27.870833,Q;G|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033316.8-280106,53.3203301,-28.0183868,AGN,3.6410256410256143,1.0887575520339811e-16,1.575351642133964e-16,2.672075904040261e-15,2.938486823457055e-15,0.64176803271476,0.159,ECDF-S 420,53.32,-28.018333,Q;AGN|EmO|G|QSO|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033335.9-274359,53.3996105,-27.7331786,AGN,4.444444444444284,5.283160641993329e-16,4.685792461517421e-16,1.2585318414002033e-15,2.2554271517512785e-15,0.2584552521501599,0.85,ECDF-S  97,53.399583,-27.733056,Q;AGN|G|QSO|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033750.1-050817,54.4588215,-5.1381355,AGN,5.35294117647059,1.5583584768351001e-15,1.7579842616076842e-15,4.359213165638368e-15,7.675555904081152e-15,0.1114033688218699,,CXOCY J03378-0508,54.45875,-5.138056,A;AGN|Sy1|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J033758.3-050845,54.4929768,-5.1459043,AGN,5.548387096774151,2.547506382689868e-15,1.3034412609361449e-15,7.659822304466418e-15,1.1510769948092432e-14,0.7121969529834999,,CXOCY J03379-0508,54.493333,-5.145833,Q;QSO|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J035057.9-380536,57.7415329,-38.0934098,AGN,9.51265225451012,1.5055095228077794e-14,9.999622561935221e-15,4.0047259481347e-14,6.510197727136001e-14,0.937979879718952,,HE 0349-3814,57.741667,-38.093333,Q;*|AGN|G|NIR|QSO|UV,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J074833.7-674507,117.1404562,-67.7520741,LMXB,62.80112153912834,3.192159050795927e-13,1.452760681809227e-13,5.276473326454302e-14,5.172567065250583e-13,0.981541876249579,1.0,UY Vol,117.140417,-67.752222,XT;M2V;*|LXB|N*|N*?|NIR|SB*|V*|X,2003A&A...404..301R,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J080949.1+521857,122.4548091,52.3159767,AGN,43.14946976043458,2.6366225802525218e-12,1.1550421710007998e-12,1.3975660613272e-12,5.189230812580521e-12,0.12724403856383,,1ES 0806+524,122.455,52.316111,B;*|AGN|BL?|BLL|Bla|Bz?|G|MIR|NIR|Opt|QSO|Rad|X|gam,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J081023.3+421626,122.5973942,42.2739132,AGN,4.777777777778358,1.093445562271648e-14,3.2367655853075804e-15,8.1690293344511e-15,2.2340250542475163e-14,0.924528678284418,,Zw 207.040,122.597083,42.273889,A;*|AGN|BiC|G|Opt|Rad|rG,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J082321.7+042220,125.8404539,4.3724025,AGN,5.411764705882337,2.0337569223653e-14,4.7136995181637016e-15,3.478677919625872e-15,2.8529946661442574e-14,0.28425168898115,,IC 505,125.840417,4.3725,A;AGN|BiC|ClG|G|GiC|GiG|LIN|Opt|Rad|X|rG,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J084127.1+131410,130.3632518,13.2363805,AGN,28.47419795796953,9.297256902494611e-14,5.61095134991922e-14,1.4897203809298e-13,2.9805412061711833e-13,0.43088486566418,,CXOMP J08414+1314,130.363333,13.236389,Q;*|AGN|Opt|QSO|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J084822.3+445224,132.0932539,44.8736104,AGN,4.999999999999569,7.025206459092535e-16,2.685544867065595e-16,3.7436539374036656e-15,4.71472907001948e-15,0.86646724489535,0.561,CXO J08483+4452,132.092917,44.873611,A;AGN|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J084837.9+445352,132.1582146,44.8980323,AGN,6.657375322945927,1.4747113724595654e-16,4.681705634310862e-16,3.096283143593477e-15,3.71192484427052e-15,0.83955062503333,0.901,CXO J08486+4453,132.158333,44.898056,A;AGN|EmG|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J084856.7+445226,132.2364957,44.8739838,AGN,10.080118038091689,1.9510979373830148e-15,7.68053579414801e-16,4.273827398331372e-15,6.9929789151291875e-15,0.936987942055024,0.863,CXO J08489+4452,132.23625,44.873889,A;AGN|EmG|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J084902.5+445706,132.260474,44.9517046,AGN,13.231518510374425,5.439404627692896e-16,2.8213795953659003e-15,1.0728748233812832e-14,1.4094068291948024e-14,0.82701513158789,0.1,CXO J08490+4457,132.260417,44.951667,A;AGN|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J091026.9+541243,137.6122225,54.2119636,AGN,23.66664724929715,4.917641493258801e-15,8.422323107734745e-15,3.8754703341405865e-14,5.2094667942399416e-14,0.6591416507041801,0.223,CXO J09104+5412,137.612083,54.211944,A;*|AGN|Opt|QSO|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J091027.0+542055,137.6125627,54.3488804,AGN,16.713483552205485,5.771159447194665e-15,3.481508747294497e-15,1.1135238793051791e-14,2.0387906987540952e-14,0.37925640981451,0.034,CXO J09104+5420,137.6125,54.348889,Q;AGN|QSO|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J091039.8+542034,137.6658684,54.3427864,AGN,10.96538379513242,2.083153827246324e-15,1.497851634512504e-15,4.8083497037176815e-15,8.389355165476511e-15,0.7095137771426501,0.881,CXO J09106+5420,137.665833,54.342778,Q;AGN|Opt|QSO|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J092920.1-312303,142.3341014,-31.3842663,LMXB,3.696969696969669,1.053040146246124e-15,9.440558268720957e-16,3.9174575104122e-15,5.914553483530421e-15,0.78946008073682,,BW Ant,142.334167,-31.384167,"XT;T, P, R;WD;LXB|N*|V*|X|XB*|gam",2003A&A...404..301R,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095753.4+024735,149.4728976,2.793296,AGN,4.628571428571467,2.2106704704410218e-15,1.6244178142088e-15,4.754949831345621e-15,8.590038115995443e-15,0.63777346340486,,COSM J09578+0247,149.472917,2.793333,Q;*|AGN|G|QSO|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095801.4+014832,149.5059085,1.8090195,AGN,5.624999999999982,1.9044530270654014e-15,1.937244829647797e-15,5.62597883000529e-15,9.467676686718488e-15,0.38981631225571,0.328,COSM J09580+0148,149.505833,1.808889,Q;AGN|G|QSO|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095808.2+015423,149.5342173,1.9066,AGN,6.378464695115044,1.2759985769046805e-15,1.8374097982174627e-15,6.5751135492894144e-15,9.688521924411558e-15,0.6895193626337099,0.412,COSM J09581+0154,149.534167,1.906389,A;*|AGN|G|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095834.2+022456,149.6425115,2.4158281,AGN,4.777777777777919,1.225795175865204e-15,4.63717503471721e-16,7.962382217130362e-15,9.651894896467288e-15,0.8862700406591,0.966,COSM J09585+0224,149.6425,2.415833,A;AGN|G|X,2010A&A...518A..10V,-,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095840.0+021711,149.6668476,2.2864475,AGN,8.327897588247803,3.809213324418605e-15,3.7301876316500505e-15,1.2807346635498292e-14,2.0346747591566943e-14,0.88931095985425,0.964,COSM J09586+0217,149.666667,2.286389,A;AG?|AGN|G|Opt|X|var,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095845.0+014845,149.6875219,1.8127254,AGN,7.0850113067874,8.90131497140956e-16,1.5245876523613445e-15,6.476192468815483e-15,8.890911618317783e-15,0.86149982434258,0.915,COSM J09587+0148,149.6875,1.8125,A;AGN|G|X|var,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095845.2+022442,149.6885984,2.4117375,AGN,7.641712758462435,6.339709546749758e-16,1.873782410878977e-15,6.392343473746402e-15,8.900096839300353e-15,0.7588242389961299,1.0,COSM J09587+0224,149.68875,2.411667,A;AGN|G|X,2010A&A...518A..10V,-99,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095846.9+023255,149.6957892,2.5488759,AGN,3.7575757575760336,1.5240007813687106e-16,4.578257131430425e-16,3.5393131117113656e-15,4.14953890299128e-15,0.40485213889391,0.986,COSM J09587+0232,149.695833,2.548889,A;AG?|AGN|G|NIR|X|var,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095847.1+023619,149.6965591,2.6054063,AGN,5.622639607813767,5.212844796505094e-16,1.4237032991325745e-15,5.641640185600964e-15,7.586627964384047e-15,0.86102749366581,0.811,COSM J09587+0236,149.696667,2.605278,A;AGN|G|X|var,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095848.7+013631,149.7032102,1.6088812,AGN,3.5882352941177365,3.118859231178908e-16,4.492842693416858e-16,7.590063041612339e-16,1.5201764966208106e-15,0.10328625932433,0.998,COSM J09588+0136,149.703333,1.608889,A;AGN|G|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095856.6+021047,149.7362217,2.179913,AGN,3.235294117647178,2.8169638544116995e-16,5.83802152492095e-16,1.102194040844754e-15,1.9676925787780187e-15,0.6026825137217899,0.27,COSM J09589+0210,149.73625,2.179722,Q;AGN|G|QSO|X|var,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095900.2+022811,149.7508952,2.4697497,AGN,8.569782521488795,4.738993143856913e-15,2.7930212759413563e-15,5.947171892676084e-15,1.3479186312474352e-14,0.933040311498484,1.0,COSM J09590+0228,149.750833,2.469722,A;AG?|AGN|G|Opt|X|var,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095901.2+024418,149.7553526,2.7385147,AGN,4.368421052631854,4.1182834756450933e-16,1.165989111778959e-15,2.5979657135319408e-15,4.1757831728754094e-15,0.62681824335809,0.611,COSM J09590+0244,149.755417,2.738333,A;AGN|G|NIR|QSO|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
2CXO J095907.6+022816,149.7820261,2.4712105,AGN,2.432432432432251,2.859507011415909e-16,2.6915274649498065e-16,9.650530064688218e-16,1.5201564541053934e-15,0.958281741762534,0.82,COSM J09591+0228,149.782083,2.471111,Q;AGN|G|QSO|X,2010A&A...518A..10V,-9,0.0,0.0,,,,,,,,,,,,,,,
